1,abb,dec_2012,roe_pct,de_ratio,fcf,0,unnamed:_7,1.8225,42,59,revenue_cagr_5yr,pe_ratio,pb_ratio,dividend_yield,market_cap_cr
165,AXISBANK,Mar 2016,20.06,3466.0,15.36,8.8155,1.4273,0.075,-25284.0,9211.0,35.0,11.2283,14.0,472150,-34495.0
171,AXISBANK,Mar 2022,19.33,3170.0,11.01,8.633,1.9688,0.0563,1025.0,27112.0,42.0,19.2607,2.0,1020943,28137.0
173,AXISBANK,Mar 2024,22.73,11952.0,15.83,8.2491,1.6912,0.072,-14556.0,9001.0,81.0,25.4494,1.0,1295302,-5555.0
176,BAJAJFINSV,Mar 2015,21.25,49.0,21.72,2.3728,2.4749,0.1285,-7022.0,3709.0,11.0,13.8613,2.0,26312,-10731.0
186,BAJAJHLDNG,Mar 2013,550.74,95.0,17.94,0.0,,0.0313,104.0,369.0,167.0,9.3198,15.0,0,473.0
187,BAJAJHLDNG,Mar 2014,469.98,94.0,16.57,0.0,,0.034,353.0,519.0,179.0,10.8099,17.0,0,872.0
188,BAJAJHLDNG,Mar 2015,387.21,92.0,15.15,0.0,,0.0377,332.0,464.0,182.0,12.0658,19.0,0,796.0
189,BAJAJHLDNG,Mar 2016,481.91,91.0,14.81,0.0,,0.0304,2166.0,1019.0,204.0,13.7775,16.0,0,1147.0
190,BAJAJHLDNG,Mar 2017,293.71,75.0,13.88,0.0,,0.0471,-1295.0,372.0,222.0,16.0523,15.0,0,-923.0
191,BAJAJHLDNG,Mar 2018,632.14,85.0,10.54,0.0,,0.0166,508.0,1123.0,239.0,22.7036,17.0,0,1631.0
192,BAJAJHLDNG,Mar 2019,707.19,80.0,11.31,0.0,,0.016,465.0,163.0,274.0,24.2811,12.0,0,628.0
193,BAJAJHLDNG,Mar 2020,708.05,69.0,11.09,0.0061,258.3846,0.0133,1120.0,800.0,269.0,25.0117,15.0,168,1920.0
194,BAJAJHLDNG,Mar 2021,799.56,77.0,9.83,0.0037,950.75,0.01,-36.0,308.0,328.0,33.4838,12.0,136,272.0
195,BAJAJHLDNG,Mar 2022,852.4800000000001,76.0,9.629999999999999,0.0027,1421.0,0.009,1459.0,151.0,364.0,38.5964,32.0,114,1610.0
196,BAJAJHLDNG,Mar 2023,947.51,73.0,11.19,0.0021,721.8571,0.0098,1591.0,137.0,436.0,39.8036,28.0,93,1728.0
197,BAJAJHLDNG,Mar 2024,432.73,92.0,13.58,0.0012,3764.5,0.0261,1469.0,472.0,653.0,48.8712,20.0,63,1941.0
198,BAJFINANCE,Mar 2015,16.65,1367.0,18.71,5.5531,68.3462,0.1645,-7424.0,360.0,18.0,9.6,10.0,26655,-7064.0
199,BAJFINANCE,Mar 2016,17.52,1986.0,17.22,4.9852,68.0286,0.1554,-10557.0,687.0,24.0,13.7537,10.0,37025,-9870.0
200,BAJFINANCE,Mar 2017,18.42,2867.0,19.13,5.1302,149.0455,0.1564,-13486.0,3047.0,33.0,8.8073,11.0,49250,-10439.0
201,BAJFINANCE,Mar 2018,19.58,3935.0,15.75,4.1997,414.6,0.1503,-19491.0,1075.0,43.0,13.7809,9.0,66557,-20566.0
202,BAJFINANCE,Mar 2019,21.61,6310.0,20.28,5.1575,422.1538,0.1488,-34441.0,5379.0,69.0,17.1278,9.0,101588,-29062.0
203,BAJFINANCE,Mar 2020,19.96,7608.0,16.28,4.0153,1020.8889,0.1604,-33170.0,8758.0,87.0,26.94,11.0,129806,-24412.0
204,BAJFINANCE,Mar 2021,16.57,6314.0,11.97,3.5656,3621.0,0.1556,-1236.0,429.0,73.0,30.765,14.0,131634,-807.0
205,BAJFINANCE,Mar 2022,22.21,9906.0,16.08,3.7799,-700.6471,0.1489,-30743.0,6347.0,116.0,36.1264,17.0,165232,-37090.0
206,BAJFINANCE,Mar 2023,27.79,16018.0,21.17,3.9853,-2546.4,0.1505,-52506.0,10394.0,190.0,44.9355,16.0,216690,-42112.0
207,BAJFINANCE,Mar 2024,26.29,19987.0,18.84,3.8248,2689.1667,0.1463,-79931.0,7171.0,233.0,61.8516,15.0,293346,-72760.0
218,BANKBARODA,Mar 2023,15.88,6329.0,14.28,12.7799,2.3495,0.0619,-22450.0,1096.0,29.0,10.1404,19.0,1342592,-21354.0
219,BANKBARODA,Mar 2024,15.94,4102.0,15.76,12.1437,1.8967,0.0715,-7559.0,1285.0,36.0,11.5553,21.0,1453761,-6274.0
259,BOSCHLTD,Mar 2016,15.78,19.0,16.06,0.0052,192.3846,0.7803,323.0,995.0,488.0,30.7581,17.0,50,1318.0
260,BOSCHLTD,Mar 2017,16.68,19.0,19.79,0.0,106.4815,0.8843,2703.0,1246.0,570.0,29.33,29.0,0,1457.0
309,CHOLAFIN,Mar 2018,16.51,1451.0,17.91,7.479,,0.1259,-7986.0,60.0,12.0,3.2853,11.0,38330,-7926.0
310,CHOLAFIN,Mar 2019,16.84,1888.0,19.28,8.1455,1659.0,0.1236,-9328.0,11.0,15.0,3.9795,8.0,50567,-9317.0
312,CHOLAFIN,Mar 2021,15.87,2094.0,15.84,6.6385,52.4107,0.1284,-10594.0,1746.0,19.0,5.8537,11.0,63730,-8848.0
313,CHOLAFIN,Mar 2022,21.23,2924.0,18.3,5.8776,35.1786,0.123,-3931.0,1640.0,26.0,7.1762,8.0,69174,-5571.0
314,CHOLAFIN,Mar 2023,20.68,3515.0,18.58,6.7864,16.5818,0.1134,-29253.0,2148.0,32.0,8.7476,6.0,97358,-27105.0
315,CHOLAFIN,Mar 2024,17.85,4548.0,17.46,6.8634,21.2118,0.1223,-38538.0,2855.0,41.0,11.6625,5.0,134475,-35683.0
316,CIPLA,Mar 2013,18.66,2214.0,17.13,0.1072,24.8653,0.7102,-665.0,2063.0,19.0,5.6019,10.0,967,1398.0
327,CIPLA,Mar 2024,16.12,6291.0,15.55,0.0209,35.3388,0.7922,1152.0,2982.0,51.0,16.5876,25.0,559,4134.0
328,COALINDIA,Mar 2013,25.41,18087.0,35.81,0.0269,5.7406,0.6154,7276.0,1833.0,27.0,0.7674,51.0,1305,9109.0
329,COALINDIA,Mar 2014,21.4,17766.0,35.64,0.0042,7.3744,0.6729,23105.0,8580.0,24.0,0.6714,121.0,178,14525.0
330,COALINDIA,Mar 2015,18.52,17343.0,34.02,0.0101,8.6454,0.6661,15276.0,894.0,22.0,0.6389,95.0,408,14382.0
331,COALINDIA,Mar 2016,18.32,18714.0,40.96,0.0344,9.9631,0.6856,21308.0,8154.0,23.0,0.5515,121.0,1199,13154.0
334,COALINDIA,Mar 2019,17.54,25007.0,66.01,0.0835,12.7878,0.7486,8460.0,7896.0,28.0,0.4293,46.0,2210,16356.0
335,COALINDIA,Mar 2020,17.38,21581.0,51.93,0.2001,11.5646,0.6404,6010.0,1033.0,27.0,0.5218,44.0,6434,4977.0
337,COALINDIA,Mar 2022,15.84,24721.0,40.28,0.0815,21.9912,0.6114,15392.0,25715.0,28.0,0.7,60.0,3514,41107.0
338,COALINDIA,Mar 2023,22.95,44232.0,52.14,0.0712,14.3372,0.6245,12269.0,23465.0,52.0,0.9872,47.0,4331,35734.0
339,COALINDIA,Mar 2024,26.26,47971.0,45.17,0.0788,11.2418,0.6019,13617.0,4486.0,61.0,1.3424,42.0,6523,18103.0
352,DIVISLAB,Mar 2013,28.07,38.0,24.07,0.0132,287.0,0.6833,225.0,255.0,23.0,9.263,33.0,33,480.0
353,DIVISLAB,Mar 2014,30.53,40.0,26.08,0.0061,362.0,0.6825,252.0,305.0,29.0,10.9778,34.0,18,557.0
354,DIVISLAB,Mar 2015,27.35,38.0,24.37,0.0077,403.6667,0.7072,305.0,521.0,32.0,12.9481,31.0,27,826.0
355,DIVISLAB,Mar 2016,29.82,38.0,26.23,0.0098,303.2,0.7709,632.0,406.0,42.0,8.1,24.0,42,1038.0
356,DIVISLAB,Mar 2017,26.08,36.0,19.79,0.0067,507.3333,0.6603,10.0,1140.0,40.0,10.1075,25.0,36,1150.0
357,DIVISLAB,Mar 2018,22.54,33.0,14.8,0.0106,688.0,0.5735,298.0,478.0,33.0,11.1792,30.0,63,776.0
358,DIVISLAB,Mar 2019,27.36,38.0,19.45,0.0152,405.6,0.6155,269.0,685.0,51.0,13.1264,31.0,106,954.0
359,DIVISLAB,Mar 2020,25.53,34.0,18.84,0.0053,287.4286,0.6323,1133.0,83.0,52.0,13.7925,31.0,39,1216.0
360,DIVISLAB,Mar 2021,28.47,41.0,21.34,0.0005,1462.0,0.647,2022.0,75.0,75.0,17.5377,27.0,5,1947.0
361,DIVISLAB,Mar 2022,33.04000000000001,43.0,25.24,0.0003,1998.5,0.6707,-283.0,2195.0,112.0,22.1283,27.0,4,1912.0
362,DIVISLAB,Mar 2023,23.48,31.0,14.29,0.0003,1357.0,0.5384,-248.0,2707.0,69.0,24.0887,44.0,4,2459.0
363,DIVISLAB,Mar 2024,20.4,28.0,11.79,0.0002,636.25,0.5074,992.0,269.0,60.0,25.6057,50.0,3,1261.0
369,DLF,Mar 2018,66.75,35.0,12.68,0.4953,4.1003,0.1107,-1832.0,2102.0,25.0,9.891,8.0,17491,270.0
375,DLF,Mar 2024,42.38,33.0,6.909999999999999,0.1226,7.4579,0.1088,1010.0,1529.0,11.0,7.9659,45.0,4834,2539.0
390,DRREDDY,Mar 2015,15.55,23.0,23.71,0.4378,34.8889,0.8139,154.0,2370.0,27.0,11.5918,15.0,4314,2524.0
398,DRREDDY,Mar 2023,18.27,26.0,19.35,0.0578,52.035,0.7659,1779.0,4109.0,54.0,28.0554,15.0,1347,5888.0
399,DRREDDY,Mar 2024,19.91,28.0,19.74,0.0709,51.7076,0.7223,509.0,4034.0,67.0,34.041,12.0,2002,4543.0
403,EICHERMOT,Mar 2016,21.68,27.0,36.63,0.0063,1008.0,1.2498,462.0,1001.0,49.0,13.5296,20.0,23,1463.0
404,EICHERMOT,Mar 2017,23.7,31.0,31.19,0.021,647.5,1.0034,-36.0,1744.0,61.0,19.7963,16.0,112,1708.0
405,EICHERMOT,Mar 2018,21.86,31.0,27.88,0.0215,669.0,0.9415,337.0,2145.0,72.0,26.037,15.0,151,2482.0
406,EICHERMOT,Mar 2019,22.49,30.0,24.7,0.021,515.0,0.8604,915.0,660.0,81.0,33.0296,15.0,187,1575.0
407,EICHERMOT,Mar 2020,19.96,24.0,18.3,0.0249,145.0,0.7353,186.0,1508.0,67.0,36.9667,19.0,249,1694.0
408,EICHERMOT,Mar 2021,15.45,20.0,11.78,0.0191,141.5625,0.5989,66.0,1625.0,49.0,42.363,34.0,219,1691.0
409,EICHERMOT,Mar 2022,16.28,21.0,13.3,0.0086,140.7368,0.638,544.0,983.0,61.0,46.6963,34.0,108,1527.0
410,EICHERMOT,Mar 2023,20.18,24.0,19.44,0.0192,155.5,0.7523,426.0,2397.0,107.0,55.5185,35.0,288,2823.0
411,EICHERMOT,Mar 2024,24.2,26.0,22.17,0.0232,114.7059,0.7154,890.0,2834.0,146.0,66.8333,35.0,419,3724.0
429,GODREJCP,Mar 2018,16.59,21.0,26.11,0.5606,13.6821,0.7103,1387.0,336.0,16.0,9.2029,42.0,3508,1723.0
430,GODREJCP,Mar 2019,22.71,21.0,32.23,0.4654,10.479,0.7318,2003.0,274.0,23.0,7.1245,44.0,3382,1729.0
431,GODREJCP,Mar 2020,15.1,22.0,18.95,0.4526,9.5877,0.6661,1036.0,552.0,15.0,7.7431,55.0,3575,1588.0
432,GODREJCP,Mar 2021,15.6,22.0,18.23,0.1975,17.5507,0.7743,1738.0,292.0,17.0,9.2539,0.0,1864,2030.0
453,HAL,Mar 2022,20.66,22.0,3324.18,0.0784,98.5538,121.8812,-2609.0,12789.0,76.0,3.06,26.0,12,10180.0
454,HAL,Mar 2023,21.58,25.0,3283.05,0.2655,130.3281,99.3653,3102.0,5734.0,87.0,3.54,32.0,47,8836.0
455,HAL,Mar 2024,25.0,32.0,3816.58,0.6181,270.8837,67.5133,1814.0,6412.0,114.0,3.98,31.0,123,8226.0
459,HAVELLS,Mar 2016,17.12,10.0,42.95,0.0443,19.1758,1.731,392.0,121.0,21.0,4.8823,29.0,134,513.0
468,HCLTECH,Jun 2013,15.79,22.0,30.69,0.0793,56.717,1.1421,2131.0,2361.0,14.0,9.4705,21.0,1044,4492.0
469,HCLTECH,Jun 2014,20.31,25.0,33.39,0.0521,76.4211,1.0722,1615.0,4842.0,23.0,13.9643,11.0,1018,6457.0
470,HCLTECH,Jun 2015,20.0,23.0,30.31,0.0268,105.6264,1.0413,3451.0,2088.0,26.0,8.6206,58.0,648,5539.0
471,HCLTECH,Mar 2017,18.09,22.0,26.12,0.0177,128.7528,1.0395,5105.0,3890.0,30.0,11.5611,40.0,582,8995.0
472,HCLTECH,Mar 2018,17.25,22.0,23.97,0.0153,180.8116,1.0538,6092.0,2236.0,31.0,13.0885,19.0,557,8328.0
473,HCLTECH,Mar 2019,16.75,23.0,24.46,0.1014,85.454,1.0356,5715.0,3256.0,37.0,15.2642,11.0,4195,8971.0
474,HCLTECH,Mar 2020,15.64,24.0,21.57,0.1558,35.4554,0.8534,1027.0,12332.0,41.0,9.4414,25.0,7986,13359.0
476,HCLTECH,Mar 2022,15.79,24.0,21.84,0.1024,67.6991,0.9632,18497.0,1597.0,50.0,11.4022,84.0,6343,16900.0
479,HDFCBANK,Mar 2013,19.25,3534.0,18.84,9.1583,1.7722,0.088,-6749.0,902.0,14.0,7.6981,19.0,335588,-5847.0
480,HDFCBANK,Mar 2014,20.6,5602.0,19.85,9.4341,1.6294,0.0845,3112.0,1099.0,18.0,9.2015,19.0,416677,4211.0
481,HDFCBANK,Mar 2015,21.12,7214.0,16.95,8.0717,1.6947,0.0835,-22081.0,800.0,21.0,12.6056,19.0,509762,-21281.0
482,HDFCBANK,Mar 2016,20.3,9037.0,17.25,8.7423,1.79,0.0829,-35272.0,837.0,25.0,14.6846,19.0,649587,-34435.0
483,HDFCBANK,Mar 2017,20.9,11374.0,16.69,8.0784,1.8498,0.0821,16136.0,1146.0,30.0,17.8936,18.0,741550,17282.0
484,HDFCBANK,Mar 2018,21.76,13374.0,16.94,8.6207,1.8402,0.0773,16372.0,842.0,36.0,21.1173,18.0,944817,17214.0
485,HDFCBANK,Mar 2019,21.34,16592.0,14.61,7.0294,1.8405,0.0813,-64375.0,1503.0,41.0,28.1969,18.0,1080235,-62872.0
486,HDFCBANK,Mar 2020,22.34,14593.0,15.48,7.5587,1.8277,0.0773,-18272.0,1403.0,50.0,32.1821,5.0,1333041,-16869.0
487,HDFCBANK,Mar 2021,24.78,16848.0,15.18,7.2037,1.9197,0.0714,40653.0,1823.0,58.0,38.078,11.0,1511418,42476.0
488,HDFCBANK,Mar 2022,28.07,20795.0,15.43,7.217,1.7813,0.064,-14011.0,2051.0,69.0,44.5634,23.0,1784970,-11960.0
489,HDFCBANK,Mar 2023,27.03,29932.0,15.94,7.3909,1.8595,0.0675,17822.0,2992.0,82.0,51.8706,23.0,2139212,20814.0
490,HDFCBANK,Mar 2024,23.07,-44685.0,14.34,6.8088,1.4008,0.0704,35669.0,16600.0,84.0,60.0521,23.0,3107503,19069.0
532,HINDUNILVR,Mar 2019,15.42,8880.0,77.03,0.0126,94.5745,2.1102,5362.0,438.0,28.0,3.6421,78.0,99,5800.0
533,HINDUNILVR,Mar 2020,16.98,9861.0,82.1,0.0,70.6297,1.974,9414.0,1791.0,31.0,3.8097,80.0,0,7623.0
534,HINDUNILVR,Mar 2021,17.01,11626.0,16.78,0.0,208.3941,0.6841,7935.0,1228.0,34.0,20.2868,119.0,0,9163.0
535,HINDUNILVR,Mar 2022,16.95,12857.0,18.12,0.0213,180.8858,0.7439,7320.0,1728.0,38.0,20.877,90.0,1043,9048.0
536,HINDUNILVR,Mar 2023,16.74,14147.0,20.16,0.0242,103.6964,0.829,8507.0,1484.0,43.0,21.406,91.0,1219,9991.0
537,HINDUNILVR,Mar 2024,16.61,14659.0,20.07,0.029,57.847,0.7886,10145.0,5324.0,44.0,21.7949,96.0,1484,15469.0
538,ICICIBANK,Mar 2013,22.57,-15085.0,14.73,7.0919,1.0795,0.0665,-1069.0,18563.0,15.0,5.9587,24.0,487659,17494.0
539,ICICIBANK,Mar 2014,23.6,-13084.0,15.28,7.1053,1.0911,0.0662,-8985.0,15750.0,17.0,6.6173,24.0,543055,6765.0
540,ICICIBANK,Mar 2015,23.55,-16120.0,15.28,7.0504,1.0989,0.0665,-25448.0,13175.0,19.0,7.3022,24.0,597207,-12273.0
541,ICICIBANK,Mar 2016,18.43,-26955.0,11.61,7.1347,1.24,0.0645,11585.0,12060.0,16.0,8.0921,29.0,671455,23645.0
542,ICICIBANK,Mar 2017,18.61,-37737.0,10.84,6.6985,1.2158,0.0618,50925.0,1711.0,16.0,8.9813,14.0,700874,52636.0
546,ICICIBANK,Mar 2021,22.84,-44805.0,12.92,7.0046,1.2644,0.0567,74384.0,63631.0,27.0,11.3946,8.0,1103840,138015.0
547,ICICIBANK,Mar 2022,27.82,-26558.0,14.58,6.8824,1.3,0.0544,18663.0,39448.0,36.0,13.0973,14.0,1252968,58111.0
548,ICICIBANK,Mar 2023,29.29,-17341.0,16.53,6.5264,1.3492,0.0618,-71460.0,67689.0,49.0,15.3542,16.0,1399894,-3771.0
549,ICICIBANK,Mar 2024,28.89,-14152.0,17.99,6.4456,1.3009,0.0675,12547.0,144737.0,63.0,18.2309,16.0,1651008,157284.0
574,INDUSINDBK,Mar 2013,15.19,286.0,13.91,8.3324,1.4314,0.0953,-660.0,174.0,20.0,1.4589,15.0,63576,-486.0
575,INDUSINDBK,Mar 2014,17.06,335.0,15.57,8.3229,1.3533,0.0948,-4280.0,174.0,27.0,1.7192,13.0,75264,-4106.0
576,INDUSINDBK,Mar 2015,18.51,288.0,16.85,8.9019,1.2308,0.0867,-1697.0,276.0,34.0,2.0121,12.0,94752,-1421.0
577,INDUSINDBK,Mar 2016,19.26,329.0,12.92,6.6679,1.2712,0.0831,-3185.0,258.0,38.0,2.9741,12.0,117996,-2927.0
578,INDUSINDBK,Mar 2017,19.91,379.0,13.89,7.2182,1.3635,0.0806,11284.0,285.0,48.0,3.4525,13.0,149026,11569.0
579,INDUSINDBK,Mar 2018,20.87,942.0,15.13,7.9664,1.3811,0.078,-20917.0,217.0,60.0,3.9735,12.0,189928,-20700.0
581,INDUSINDBK,Mar 2020,15.35,-553.0,12.73,7.5718,1.814,0.0937,-11513.0,526.0,64.0,5.001,0.0,262793,-12039.0
584,INDUSINDBK,Mar 2023,20.32,2067.0,13.53,7.0567,1.9019,0.0794,-12879.0,441.0,95.0,7.0389,15.0,385449,-12438.0
585,INDUSINDBK,Mar 2024,19.56,2978.0,14.25,6.8857,1.8795,0.0888,-17468.0,625.0,115.0,8.0716,14.0,432404,-16843.0
586,INFY,Mar 2013,23.37,29.0,24.82,0.0,2780.6,0.872,4451.0,2922.0,21.0,13.2846,25.0,0,7373.0
